HP,Provider,HK,Type of asset,MEASURE,Measure,LOCATION,Country,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CZE,Czech Republic,2007,2007,PC,Percentage,0,Units,,,0.205,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CZE,Czech Republic,2008,2008,PC,Percentage,0,Units,,,0.162,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CZE,Czech Republic,2009,2009,PC,Percentage,0,Units,,,0.211,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CZE,Czech Republic,2010,2010,PC,Percentage,0,Units,,,0.182,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CZE,Czech Republic,2011,2011,PC,Percentage,0,Units,,,0.133,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CZE,Czech Republic,2012,2012,PC,Percentage,0,Units,,,0.122,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2000,2000,CZK,Czech Koruna,6,Millions,,,7260.09,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2001,2001,CZK,Czech Koruna,6,Millions,,,6037.95,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2002,2002,CZK,Czech Koruna,6,Millions,,,8293.16,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2003,2003,CZK,Czech Koruna,6,Millions,,,7505.344,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2004,2004,CZK,Czech Koruna,6,Millions,,,6662.948,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2005,2005,CZK,Czech Koruna,6,Millions,,,7729.966,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2006,2006,CZK,Czech Koruna,6,Millions,,,6776.517,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2007,2007,CZK,Czech Koruna,6,Millions,,,7862.124,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2008,2008,CZK,Czech Koruna,6,Millions,,,6496.027,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2009,2009,CZK,Czech Koruna,6,Millions,,,8265.761,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2010,2010,CZK,Czech Koruna,6,Millions,,,7212.402,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2011,2011,CZK,Czech Koruna,6,Millions,,,5364.901,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CZE,Czech Republic,2012,2012,CZK,Czech Koruna,6,Millions,,,4939.952,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2000,2000,CZK,Czech Koruna,6,Millions,2010,2010,8849.829,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2001,2001,CZK,Czech Koruna,6,Millions,2010,2010,7022.191,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2002,2002,CZK,Czech Koruna,6,Millions,2010,2010,9393.498,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2003,2003,CZK,Czech Koruna,6,Millions,2010,2010,8409.523,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2004,2004,CZK,Czech Koruna,6,Millions,2010,2010,7177.75,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2005,2005,CZK,Czech Koruna,6,Millions,2010,2010,8318.699,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2006,2006,CZK,Czech Koruna,6,Millions,2010,2010,7240.393,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2007,2007,CZK,Czech Koruna,6,Millions,2010,2010,8113.634,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2008,2008,CZK,Czech Koruna,6,Millions,2010,2010,6570.858,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2009,2009,CZK,Czech Koruna,6,Millions,2010,2010,8145.879,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2010,2010,CZK,Czech Koruna,6,Millions,2010,2010,7212.402,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2011,2011,CZK,Czech Koruna,6,Millions,2010,2010,5363.777,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CZE,Czech Republic,2012,2012,CZK,Czech Koruna,6,Millions,2010,2010,4867.848,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2000,2000,PC,Percentage,0,Units,,,100,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2001,2001,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2008,2008,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2009,2009,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2010,2010,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2011,2011,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CZE,Czech Republic,2012,2012,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2000,2000,PC,Percentage,0,Units,,,0.379,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2001,2001,PC,Percentage,0,Units,,,0.414,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2002,2002,PC,Percentage,0,Units,,,0.382,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2003,2003,PC,Percentage,0,Units,,,0.367,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2004,2004,PC,Percentage,0,Units,,,0.412,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2005,2005,PC,Percentage,0,Units,,,0.429,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2006,2006,PC,Percentage,0,Units,,,0.457,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2007,2007,PC,Percentage,0,Units,,,0.412,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2008,2008,PC,Percentage,0,Units,,,0.399,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2009,2009,PC,Percentage,0,Units,,,0.416,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2010,2010,PC,Percentage,0,Units,,,0.395,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2011,2011,PC,Percentage,0,Units,,,0.666,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2012,2012,PC,Percentage,0,Units,,,0.783,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2013,2013,PC,Percentage,0,Units,,,0.709,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2014,2014,PC,Percentage,0,Units,,,0.772,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,DNK,Denmark,2015,2015,PC,Percentage,0,Units,,,0.648,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2000,2000,DKK,Danish Krone,6,Millions,,,5025,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2001,2001,DKK,Danish Krone,6,Millions,,,5672,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2002,2002,DKK,Danish Krone,6,Millions,,,5387,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2003,2003,DKK,Danish Krone,6,Millions,,,5274,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2004,2004,DKK,Danish Krone,6,Millions,,,6199,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2005,2005,DKK,Danish Krone,6,Millions,,,6796,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2006,2006,DKK,Danish Krone,6,Millions,,,7688,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2007,2007,DKK,Danish Krone,6,Millions,,,7161,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2008,2008,DKK,Danish Krone,6,Millions,,,7180,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2009,2009,DKK,Danish Krone,6,Millions,,,7161,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2010,2010,DKK,Danish Krone,6,Millions,,,7152,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2011,2011,DKK,Danish Krone,6,Millions,,,12294,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2012,2012,DKK,Danish Krone,6,Millions,,,14841,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2013,2013,DKK,Danish Krone,6,Millions,,,13680,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2014,2014,DKK,Danish Krone,6,Millions,,,15271,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,DNK,Denmark,2015,2015,DKK,Danish Krone,6,Millions,,,13135,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2000,2000,DKK,Danish Krone,6,Millions,2010,2010,6351.601,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2001,2001,DKK,Danish Krone,6,Millions,2010,2010,6993.292,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2002,2002,DKK,Danish Krone,6,Millions,2010,2010,6489.549,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2003,2003,DKK,Danish Krone,6,Millions,2010,2010,6260.651,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2004,2004,DKK,Danish Krone,6,Millions,2010,2010,7207.642,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2005,2005,DKK,Danish Krone,6,Millions,2010,2010,7678.611,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2006,2006,DKK,Danish Krone,6,Millions,2010,2010,8509.776,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2007,2007,DKK,Danish Krone,6,Millions,2010,2010,7738.231,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2008,2008,DKK,Danish Krone,6,Millions,2010,2010,7450.696,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2009,2009,DKK,Danish Krone,6,Millions,2010,2010,7391.875,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2010,2010,DKK,Danish Krone,6,Millions,2010,2010,7152,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2011,2011,DKK,Danish Krone,6,Millions,2010,2010,12215.983,B,Break
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2012,2012,DKK,Danish Krone,6,Millions,2010,2010,14404.683,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",DNK,Denmark,2013,2013,DKK,Danish Krone,6,Millions,2010,2010,13160.924,,
